id|pid|did|rid|rtype|declared|result|elected|created_at|updated_at
11|"1"|"jhapa"|"2.1"|provincial|"1"|"[{""party"":""NC"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":29437},{""party"":""CPNUS"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":26924},{""party"":""CPNMC"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":26174},{""party"":""CPNUML"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":7159}]"|"{""party"":""NC"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":29437}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
12|"1"|"jhapa"|"2.2"|provincial|"0"|"[{""party"":""CPNUML"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":18072},{""party"":""CPNUS"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":19209},{""party"":""CPNMC"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":14092},{""party"":""O"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":19430}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
13|"1"|"jhapa"|"3.1"|provincial|"0"|"[{""party"":""CPNUS"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":10950},{""party"":""NC"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":28121},{""party"":""O"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":17271},{""party"":""CPNMC"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":28197}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
14|"1"|"jhapa"|"3.2"|provincial|"0"|"[{""party"":""CPNUS"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":13211},{""party"":""CPNMC"",""name_np"":""पुष्पकमल दाहाल"",""name_en"":""Pushpakamal Dahal"",""vote"":24898},{""party"":""NC"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":4412},{""party"":""CPNUML"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":6376}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
15|"1"|"jhapa"|"4.1"|provincial|"0"|"[{""party"":""CPNUML"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":6412},{""party"":""CPNMC"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":1461},{""party"":""CPNUS"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":4292},{""party"":""NC"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":21944}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
16|"1"|"jhapa"|"4.2"|provincial|"0"|"[{""party"":""CPNUML"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":313},{""party"":""NC"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":424},{""party"":""O"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":28193},{""party"":""CPNUS"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":24312}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
17|"1"|"jhapa"|"5.1"|provincial|"0"|"[{""party"":""CPNUML"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":27533},{""party"":""CPNMC"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":7170},{""party"":""O"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":21748},{""party"":""NC"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":22433}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
18|"1"|"jhapa"|"5.2"|provincial|"0"|"[{""party"":""O"",""name_np"":""पुष्पकमल दाहाल"",""name_en"":""Pushpakamal Dahal"",""vote"":21134},{""party"":""NC"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":12743},{""party"":""CPNMC"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":19867},{""party"":""CPNUS"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":9396}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
19|"1"|"morang"|"1.1"|provincial|"0"|"[{""party"":""NC"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":21674},{""party"":""CPNMC"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":5732},{""party"":""CPNUS"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":20625},{""party"":""CPNUML"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":25603}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
20|"1"|"morang"|"1.2"|provincial|"0"|"[{""party"":""CPNUML"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":24051},{""party"":""CPNMC"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":19623},{""party"":""NC"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":4555},{""party"":""O"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":23075}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
21|"1"|"morang"|"2.1"|provincial|"1"|"[{""party"":""O"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":19633},{""party"":""CPNUML"",""name_np"":""योगेश भट्टराई"",""name_en"":""Yogesh Bhattarai"",""vote"":11823},{""party"":""NC"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":10458},{""party"":""CPNUS"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":3522}]"|"{""party"":""O"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":19633}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
22|"1"|"morang"|"2.2"|provincial|"0"|"[{""party"":""O"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":28468},{""party"":""CPNUML"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":7495},{""party"":""CPNUS"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":27244},{""party"":""NC"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":6761}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
23|"1"|"morang"|"3.1"|provincial|"0"|"[{""party"":""O"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":26550},{""party"":""CPNUS"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":19504},{""party"":""CPNUML"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":16720},{""party"":""NC"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":20666}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
24|"1"|"morang"|"3.2"|provincial|"0"|"[{""party"":""CPNUML"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":7109},{""party"":""CPNMC"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":7146},{""party"":""NC"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":21779},{""party"":""CPNUS"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":2498}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
25|"1"|"morang"|"4.1"|provincial|"0"|"[{""party"":""CPNUML"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":1710},{""party"":""NC"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":18075},{""party"":""O"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":23830},{""party"":""CPNUS"",""name_np"":""पुष्पकमल दाहाल"",""name_en"":""Pushpakamal Dahal"",""vote"":9528}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
26|"1"|"morang"|"4.2"|provincial|"0"|"[{""party"":""O"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":3828},{""party"":""CPNUS"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":16890},{""party"":""CPNUML"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":21076},{""party"":""NC"",""name_np"":""योगेश भट्टराई"",""name_en"":""Yogesh Bhattarai"",""vote"":21131}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
27|"1"|"morang"|"5.1"|provincial|"0"|"[{""party"":""O"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":14804},{""party"":""CPNMC"",""name_np"":""योगेश भट्टराई"",""name_en"":""Yogesh Bhattarai"",""vote"":18885},{""party"":""NC"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":350},{""party"":""CPNUS"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":29608}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
28|"1"|"morang"|"5.2"|provincial|"0"|"[{""party"":""CPNUS"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":5295},{""party"":""CPNMC"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":18489},{""party"":""O"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":3723},{""party"":""CPNUML"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":15904}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
29|"1"|"morang"|"6.1"|provincial|"0"|"[{""party"":""O"",""name_np"":""योगेश भट्टराई"",""name_en"":""Yogesh Bhattarai"",""vote"":17245},{""party"":""CPNMC"",""name_np"":""पुष्पकमल दाहाल"",""name_en"":""Pushpakamal Dahal"",""vote"":4753},{""party"":""NC"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":8003},{""party"":""CPNUML"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":25687}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
30|"1"|"morang"|"6.2"|provincial|"0"|"[{""party"":""NC"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":13803},{""party"":""O"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":26802},{""party"":""CPNUS"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":15840},{""party"":""CPNMC"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":23293}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
31|"1"|"sunsari"|"1.1"|provincial|"0"|"[{""party"":""O"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":17642},{""party"":""NC"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":17104},{""party"":""CPNUML"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":4050},{""party"":""CPNMC"",""name_np"":""पुष्पकमल दाहाल"",""name_en"":""Pushpakamal Dahal"",""vote"":25182}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
32|"1"|"sunsari"|"1.2"|provincial|"0"|"[{""party"":""O"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":25397},{""party"":""NC"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":15202},{""party"":""CPNUS"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":3618},{""party"":""CPNMC"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":10511}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
33|"1"|"sunsari"|"2.1"|provincial|"1"|"[{""party"":""CPNMC"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":28153},{""party"":""CPNUML"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":25542},{""party"":""O"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":23832},{""party"":""CPNUS"",""name_np"":""योगेश भट्टराई"",""name_en"":""Yogesh Bhattarai"",""vote"":8524}]"|"{""party"":""CPNMC"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":28153}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
34|"1"|"sunsari"|"2.2"|provincial|"0"|"[{""party"":""CPNUS"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":22988},{""party"":""CPNMC"",""name_np"":""योगेश भट्टराई"",""name_en"":""Yogesh Bhattarai"",""vote"":2922},{""party"":""NC"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":3782},{""party"":""O"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":11543}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
35|"1"|"sunsari"|"3.1"|provincial|"0"|"[{""party"":""CPNMC"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":2201},{""party"":""O"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":17242},{""party"":""NC"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":17319},{""party"":""CPNUML"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":19317}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
36|"1"|"sunsari"|"3.2"|provincial|"0"|"[{""party"":""NC"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":25619},{""party"":""O"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":23276},{""party"":""CPNUS"",""name_np"":""पुष्पकमल दाहाल"",""name_en"":""Pushpakamal Dahal"",""vote"":10311},{""party"":""CPNUML"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":16380}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
37|"1"|"sunsari"|"4.1"|provincial|"0"|"[{""party"":""NC"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":29481},{""party"":""CPNUS"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":25345},{""party"":""O"",""name_np"":""पुष्पकमल दाहाल"",""name_en"":""Pushpakamal Dahal"",""vote"":27594},{""party"":""CPNUML"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":22774}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
38|"1"|"sunsari"|"4.2"|provincial|"0"|"[{""party"":""O"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":23142},{""party"":""CPNUML"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":27873},{""party"":""CPNMC"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":22004},{""party"":""NC"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":10044}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
39|"1"|"dhankuta"|"1.1"|provincial|"0"|"[{""party"":""O"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":11201},{""party"":""CPNUS"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":7722},{""party"":""NC"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":8494},{""party"":""CPNMC"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":6833}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
40|"1"|"dhankuta"|"1.2"|provincial|"0"|"[{""party"":""CPNMC"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":18172},{""party"":""CPNUS"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":6243},{""party"":""CPNUML"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":17630},{""party"":""NC"",""name_np"":""योगेश भट्टराई"",""name_en"":""Yogesh Bhattarai"",""vote"":5344}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
41|"1"|"sankhuwasabha"|"1.1"|provincial|"0"|"[{""party"":""CPNUML"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":7729},{""party"":""CPNMC"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":5086},{""party"":""CPNUS"",""name_np"":""पुष्पकमल दाहाल"",""name_en"":""Pushpakamal Dahal"",""vote"":11234},{""party"":""O"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":15287}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
42|"1"|"sankhuwasabha"|"1.2"|provincial|"0"|"[{""party"":""CPNMC"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":23265},{""party"":""CPNUML"",""name_np"":""माधव कुमार नेपाल"",""name_en"":""Madhab Kumar Nepal"",""vote"":17622},{""party"":""O"",""name_np"":""हिमिला यामी"",""name_en"":""Hisila Yami"",""vote"":19459},{""party"":""CPNUS"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":15980}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
43|"1"|"bhojpur"|"1.1"|provincial|"0"|"[{""party"":""CPNUML"",""name_np"":""पुष्पकमल दाहाल"",""name_en"":""Pushpakamal Dahal"",""vote"":27148},{""party"":""CPNMC"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":1373},{""party"":""CPNUS"",""name_np"":""योगेश भट्टराई"",""name_en"":""Yogesh Bhattarai"",""vote"":10220},{""party"":""NC"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":29752}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
44|"1"|"bhojpur"|"1.2"|provincial|"0"|"[{""party"":""O"",""name_np"":""बाबुरल भट्टराई"",""name_en"":""Baburam Bhattara"",""vote"":15598},{""party"":""CPNUS"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":8272},{""party"":""NC"",""name_np"":""योगेश भट्टराई"",""name_en"":""Yogesh Bhattarai"",""vote"":26973},{""party"":""CPNMC"",""name_np"":""विश्वप्रकाश सुवेदी"",""name_en"":""Bishwa Prakash Subedi"",""vote"":16618}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
45|"1"|"terhathum"|"1.1"|provincial|"0"|"[{""party"":""CPNUS"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":21056},{""party"":""CPNMC"",""name_np"":""जलनाथ खनाल"",""name_en"":""Jhalanath Khanal"",""vote"":17679},{""party"":""CPNUML"",""name_np"":""रवि लामिछाने"",""name_en"":""Rabi Lamichhane"",""vote"":5226},{""party"":""O"",""name_np"":""केपी ओली"",""name_en"":""KP Oli"",""vote"":4139}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
46|"1"|"terhathum"|"1.2"|provincial|"0"|"[{""party"":""CPNMC"",""name_np"":""राजेन्द्र लिङ्देन"",""name_en"":""Ranjendra Lingden"",""vote"":15224},{""party"":""CPNUS"",""name_np"":""सागर ढकाल"",""name_en"":""Sagar Dhakal"",""vote"":760},{""party"":""NC"",""name_np"":""गगन थापा"",""name_en"":""Gagan Thapa"",""vote"":2653},{""party"":""CPNUML"",""name_np"":""शेरबहादुर देउवा"",""name_en"":""Sher Bahadur Deuba"",""vote"":28856}]"|"{}"|"2022-09-14 19:29:33"|"2022-09-14 19:29:33"
